symbol,calendarYear,period,currentRatio,quickRatio,returnOnEquity,returnOnAssets,netProfitMargin,priceEarningsRatio,priceBookValueRatio,priceToSalesRatio,freeCashFlowPerShare,operatingCashFlowPerShare,cashFlowToDebtRatio,debtEquityRatio,longTermDebtToCapitalization,assetTurnover,inventoryTurnover,cluster
APO,2022,Q2,-0.7285334355593777,-0.4739246912057419,-0.6242102964555758,-0.583319647792934,-0.930264681984759,-2.8398775897037614,0.7114489527684043,0.1096117466764158,1.4436621193874564,1.3373146009400976,3.37245982365083,1.0418103975792898,0.8478437467697776,-0.9140200918121772,-0.681302234166748,14
LII,2022,Q2,0.3208246922632852,-0.110405254846855,-0.6242102964555758,1.967018427799702,0.0743603520125926,-0.5756379948314256,-1.468007354035442,-0.5348453754152823,0.5026689432169503,0.47743452952348,-0.1315113185899821,-0.9886572768832008,2.4154305973236383,2.090971959272965,0.1681543623515553,8
WDAY,2022,Q2,-0.288872169287704,-0.0231860968846215,-0.2014998983091505,-0.1273341768063726,-0.2665936032060926,1.7474459921603778,1.3221167182563054,1.1851581151763084,-0.2986193950321524,-0.368821915247783,0.2470756431835986,-0.2069714473215941,-1.0219010687529957,-0.0218185275373645,18.40454458221907,3
TPL,2022,Q2,3.187639472013841,3.1557723589257347,2.0264040768180487,5.129399614367549,3.3166774772173704,0.1649019988875085,1.4885828501776426,1.4829623839549722,0.908039506675056,0.7670458907045028,32.30784340916108,-0.9800030391750766,-1.6792356493793783,0.5554155595089562,-0.6118097219355202,4
DELL,2022,Q2,-0.5919311708720028,-0.4338997117381276,1.866456729994767,-0.3164467325800134,-0.652019178472796,-0.5077771955640089,0.7154315235312082,-1.3279713916923817,0.2382214726336908,0.3214851051095444,-0.2569749849365155,3.1710602564032566,1.403521815860841,0.3520242093290595,0.9615214449877963,0
ERIE,2022,Q2,-0.0151953622916054,0.363718002852091,0.2866862920105142,0.8438007178787003,-0.0653792012056181,0.497330532572624,0.7864513743123102,0.2840402477358247,0.1139367836195038,-0.0493043045683219,10.16657179161376,-0.9365758488164944,-1.6792356493793783,1.1432621266738074,-0.681302234166748,6
PLTR,2022,Q2,1.8696652242215912,2.1897359537439,-0.6242102964555758,-0.583319647792934,-0.930264681984759,-2.8398775897037614,0.737531940473212,1.0560721835884912,-0.6537136602962721,-1.0215842402035975,1.5132582829460532,-0.8049063086714188,-1.6792356493793783,0.0159519768075701,17.222258893731407,3
CRWD,2022,Q2,0.5562115801721503,0.7775993160256256,-0.6242102964555758,-0.583319647792934,-0.930264681984759,-2.8398775897037614,2.7281192624062154,2.300034353189716,-0.3904506030618723,-0.6000523912859663,0.6611319576422959,0.1095266929610718,0.1262947691873094,-0.2238183512238005,-0.0343750548565411,14
GDDY,2022,Q2,-0.7934194220113602,-0.8045015153210602,-0.6242102964555758,-0.0690742172569821,-0.2277188836557244,0.3799660615844193,-1.468007354035442,0.0056596002097524,0.2489621150602925,0.0438812286211532,-0.0228320334336593,-0.9886572768832008,2.0008662440368163,0.0352204003343507,-0.0960296130885814,8
KKR,2022,Q2,0.138212575374486,-1.663826464256846,-0.6242102964555758,-0.583319647792934,-0.930264681984759,-2.8398775897037614,-0.4856692847922911,1.9144013623902436,-0.6820268832256965,-1.0564777030078605,-0.6196952960646147,1.0245284147460718,0.8384793906180977,-0.9735416264292374,-0.681302234166748,14
VST,2022,Q2,-0.287393599321076,-0.0686699194677086,-0.6242102964555758,-0.583319647792934,-0.930264681984759,-2.8398775897037614,-0.424981830355168,-0.4346675497310868,-0.6820268832256965,-1.0564777030078605,-0.6196952960646147,1.303485537274819,0.8695803592447873,-0.6740485634187617,0.9415170380748732,14
DECK,2022,Q2,1.0395948245354778,0.6728121079427796,0.4322634578812598,1.0560395107891796,0.1591522624713247,0.1721539220598236,0.6012713856042033,0.1900186688860147,-0.6820268832256965,-1.0564777030078605,-0.6196952960646147,-0.7293575198751548,-1.6792356493793783,0.9596145436533392,-0.2510808615905908,9
SMCI,2022,Q2,0.5036040653473179,-0.3794274493109779,-0.0799223323643902,0.0311760801208312,-0.6407668043982677,-0.3541678247356499,-0.3962903824875095,-1.2086822143804568,-0.6820268832256965,-1.0564777030078605,-0.6196952960646147,-0.5708796746583527,-1.1942852490775042,1.7102494245019482,-0.1527145786330427,13
