symbol,calendarYear,period,currentRatio,quickRatio,returnOnEquity,returnOnAssets,netProfitMargin,priceEarningsRatio,priceBookValueRatio,priceToSalesRatio,freeCashFlowPerShare,operatingCashFlowPerShare,cashFlowToDebtRatio,debtEquityRatio,longTermDebtToCapitalization,assetTurnover,inventoryTurnover,cluster
APO,2024,Q3,-1.693325826521858,-1.6618027953430412,0.1124117749713014,-0.6129461566945997,-0.2317935793719466,-0.0165689047107762,0.1145122208001251,-0.2379014689100501,0.4721118270272824,0.2523351368942907,0.7259070841562804,-0.2089068078232411,-0.1635852870732284,-0.8967378044608751,-0.6307044975578455,1
LII,2024,Q3,0.1274472522332619,-0.1941372262463311,4.537244005517486,2.766273727395092,0.1745094422746944,-0.0185186931611028,1.7155517892424483,0.0962794481605186,1.6219534938124864,1.600048472594013,1.7854504584992412,0.8726643358784936,0.3254292117504963,2.1928497596013163,0.2910562163737913,7
WDAY,2024,Q3,0.7269624518175462,1.0947727842673272,-0.412243792632092,-0.3156363429154456,-0.5656705587574994,1.9824855308090708,0.6705288325694915,0.6921236760469661,0.0280750948220967,-0.1382351735377364,0.439375531277888,-0.2711424532783185,-0.3106619532998198,0.0231684875479816,0.539962864074286,12
TPL,2024,Q3,3.969723721167842,4.8884443316865225,1.110699199962754,3.6250918113826174,2.930006227232235,0.8618149568420772,1.37514890013402,1.8476796943947589,-0.8734960726504799,0.7406723605023833,-0.7413665019343672,-0.9690147099078684,-1.5067285740257146,0.1282919292068277,-0.6307044975578455,16
DELL,2024,Q3,-0.6385307942098992,-0.5492429378206453,-0.7383174926931984,-0.1213888702568346,-0.6901510763871282,-0.6912973635002159,-1.3685342498913735,-1.2356060497839534,0.2123219986399544,0.271348017750775,-0.0501362805267095,-0.9690147099078684,1.8876088564654976,0.997891936281358,1.2098163254652885,8
ERIE,2024,Q3,-0.6167385334322627,-0.4165527292486068,0.7726155972561664,1.9972875172404525,0.1767563595351482,0.6340201092134903,1.0294359758707563,0.5528179532812083,0.6496251633606279,0.5743891943807586,-0.7413665019343672,-0.9690147099078684,-1.5067285740257146,1.54708730522802,-0.6307044975578455,5
PLTR,2024,Q3,2.4186288805825544,3.094348334868154,-0.136509283639314,0.5082321707122646,0.4451339952258915,2.1960588587162966,1.3424855047693305,1.8347057611794797,-0.7061849091517836,-1.0298891359014846,8.17289863509007,-0.8732692858290271,-1.5067285740257146,-0.0404236391894547,-0.6307044975578455,4
SW,2024,Q3,0.2085448925556161,-0.047548858518061,-0.7383174926931984,-0.7230198094789418,-1.058499142739986,-3.835113102711108,-0.6278594772403322,-1.072068247279505,-0.8734960726504799,-0.7710899057671884,-0.5726195025165576,0.0274219086443018,0.0552926242389156,0.300229790541758,0.4077084991885688,9
CRWD,2024,Q3,0.4276592598168645,0.7060323295521105,-0.4881481938277082,-0.4944582517056385,-0.7805955267169289,3.4005748788140573,1.4410506839321044,1.1884673368955911,-0.1889493723210438,-0.3943624754884779,1.9669371996734204,-0.3948034049380869,-0.4561724035347981,0.0295608793198254,0.0421630468538171,12
GDDY,2024,Q3,-0.8289387804811695,-0.6619971751927741,7.460739734178837,0.4563090746528225,0.221535574013917,0.2730026700734529,2.4023624901991787,0.3318293254496535,0.3603772156011627,0.1414915962461528,0.0546603777602676,3.3422029194158087,1.3670890023368476,0.0959059266787114,-0.6307044975578455,7
