symbol,calendarYear,period,currentRatio,quickRatio,returnOnEquity,returnOnAssets,netProfitMargin,priceEarningsRatio,priceBookValueRatio,priceToSalesRatio,freeCashFlowPerShare,operatingCashFlowPerShare,cashFlowToDebtRatio,debtEquityRatio,longTermDebtToCapitalization,assetTurnover,inventoryTurnover
APO,2023,Q4,-0.4750291501751442,-0.21180957758966967,2.5544064399426802,-0.2814646538186731,0.8547385269305997,-1.3592701309600586,0.14842412022041612,-0.647814251520838,-0.8792268274196868,0.0022707200640430017,0.512472245680564,-0.15791873175106927,-0.17400947729145705,-0.798897527447715,-0.6222142106817992
LII,2023,Q4,0.15836068792356559,-0.32401410187222696,6.71046961048107,1.4570761276752846,0.02286893296978548,0.2663460902772693,2.490381803294247,0.16179701924706222,0.8382227815235312,1.177681828431853,0.7106868163175556,2.2401948685001196,1.1495033470253984,1.7934394212341953,0.04951483978510456
WDAY,2023,Q4,0.4514020080581072,0.6841261556468897,-0.6750571711650868,-0.66003074118199,-0.9125559904539656,-3.2023993197117457,0.7703096038443893,0.7681990185106508,0.29744734074877743,0.11813147593980158,0.8095159056651253,-0.15187427889128688,-0.1840445442814458,-0.10864533772033583,-0.6222142106817992
TPL,2023,Q4,4.181935887410921,4.279296811527319,1.1802763227515274,3.3760284660801014,3.1974896358753067,0.23320310739982866,1.051098843903463,1.578938022543766,0.7806909491117953,0.6304905292783859,35.051950379681735,-0.9387679632944773,-1.5703454176256526,0.05808863439054497,0.4570521888079525
DELL,2023,Q4,-0.5424754730816181,-0.3932213082594543,-0.6750571711650868,-0.3646998284614689,-0.7203438221883136,-0.5235017239707278,-1.362099880498441,-1.5216962086655361,0.38270068955671793,0.40809868872187544,-0.03931953334645344,-0.9406963493967291,2.001512473163554,1.0159227604651189,0.8015993318410616
ERIE,2023,Q4,2.2960138202597764,2.468018698561539,0.48886894548765547,1.2099012689566782,0.09705691245050978,0.5101426997805246,0.8690196860431668,0.4320499187236314,0.3867317917639947,0.25723000824411807,-0.7072643771739393,-0.9406963493967291,-1.5703454176256526,1.3197874615232255,17.30025479485779
PLTR,2023,Q4,2.383152841234207,2.5522893578135126,-0.19715218576233073,0.2240115103785935,0.22055259182396034,1.5786917102701854,0.9917094990925784,1.4401281882505041,-0.7574452814506994,-1.203685808002041,5.858415685098234,-0.8307405824860884,-1.5703454176256526,-0.01411016150148424,-0.6222142106817992
SW,2023,Q4,0.25061333353805043,0.13227200811362716,0.20174678460632417,0.278999770296399,-0.5112093500830441,-0.841048491975541,-0.3961488325986086,-1.3034026443556836,0.1849128303613351,0.3842962899313613,1.0662700520247073,-0.05479426250586287,-0.036772482994947425,1.927547680703699,0.6862953496015116
CRWD,2023,Q4,0.430294821364017,0.663713756280493,-0.6750571711650868,-0.66003074118199,-0.9125559904539656,-3.2023993197117457,1.3941965993982646,1.0430185056627315,-0.27179530877586466,-0.48345963769117867,1.6354045453859292,-0.20303652698357794,-0.2239100937187321,-0.07260816276905707,-0.6222142106817992
GDDY,2023,Q4,-0.9489595955887951,-0.6016410952408261,52.30603693557042,5.280959854685613,4.635864628611079,-1.67646122136644,3.873149513560113,0.15267827965991113,0.19805886037177398,-0.07801343447326466,-0.13631270162579626,6.221423204755724,1.6129043755710237,0.06805000088948183,-0.6222142106817992
KKR,2023,Q4,0.2468755882804982,-1.0726642940123081,0.1271600475225757,-0.5184432972352715,0.7809466941103655,-0.17653077982785811,0.00801142246719148,0.32377714373700434,0.2817183891642479,0.020547864057200278,-0.3788398825440271,1.0389980748233036,0.8478458800752269,-0.9783596645813694,-0.5692387089424716
VST,2023,Q4,-0.06306071225542913,0.11096713706511406,-0.6750571711650868,-0.66003074118199,-0.9125559904539656,-3.2023993197117457,-0.15377346827983768,-0.7304822858078052,-0.06895198243392897,0.058350281946952055,-0.2510278042975028,1.3409307182817423,0.8827308422621623,-0.3307075530470557,0.6009044613060018
DECK,2023,Q4,1.7099865528414953,1.3621386018028216,0.23829340818132608,0.8657365561611411,-0.042092067119996315,0.4222267284503331,0.5838540656052396,0.22761424961185192,-0.6893482877553778,-0.9894321047451293,0.9868759818570558,-0.7158923925147133,-1.5703454176256526,1.2161642256619267,-0.13343749931263157
SMCI,2023,Q4,0.864843648838499,0.26091147971405576,1.0125397135180485,1.560214702839,-0.2390382790095944,-0.21369244448641359,0.5792348362150805,-0.499183692921749,-0.8792268274196868,-1.3483193153052164,-0.7072643771739393,-0.7044329312584823,-1.3108159156447303,2.902877786586688,0.09355372395784754
BLDR,2023,Q4,0.4670312570369942,0.11386401696725261,0.613389011030317,0.728409723408375,-0.26904149405239586,-0.3601998834529757,0.2325568785837986,-0.6472459724729053,0.6965959807432746,0.658509746922312,0.48675155191395464,0.05579447795135382,-0.0014819169259378967,1.702473283557845,0.39839363493989005
JBL,2023,Q4,-0.08805996728281275,-0.2912761040986138,0.2742354660909509,-0.3162738171444855,-0.7684721207140675,0.13722470296860526,0.38345925878759896,-1.3194131966470604,0.650517363720404,0.7024267325851121,0.7931357132359966,0.3627527145647302,0.31614854657996694,2.0019805428135955,0.17670044738011664
UBER,2023,Q4,-0.0526032633405086,0.1967112750347679,1.4803196208895335,0.9082373099624117,0.1535876566524112,0.05108212446680214,1.0293005655635417,0.09823351196742136,-0.5756161814788974,-0.9716129994084131,-0.18063967053471794,0.29562452661884325,0.17786793420881514,0.862732228557406,-0.6222142106817992
HUBB,2023,Q4,0.356823040691305,0.005109520139781124,0.3655586998573012,0.39663148335039855,0.03648181432574328,0.1994659725849131,0.5106603174126683,0.11918414927497008,0.8836259843766819,0.9025524581436177,0.393042710606776,0.06664608755149043,0.03569090063086382,0.4284502019912188,0.017630831332218582
LULU,2023,Q4,0.980414063502873,0.6252834867061081,1.9717849222786816,3.2413221556818335,0.5924796419062193,0.07406028385363463,1.243689743098751,0.42772010929789184,1.358894417856268,1.434340748163022,4.6665043353920215,-0.4480428753414176,-1.5703454176256526,2.0998947008605904,-0.019166517830613874
VLTO,2023,Q4,0.3577818919390575,0.39274894121615606,1.7592784233512349,0.8332968791455422,0.23267830491487768,0.167215102716443,1.2473256884291606,0.25822825600185084,-0.22538793383823963,-0.5340605530510444,0.0012607142274146102,0.9538592122038637,0.7714541703422224,0.6521380425401333,0.29224838505684175
