symbol,calendarYear,period,currentRatio,quickRatio,returnOnEquity,returnOnAssets,netProfitMargin,priceEarningsRatio,priceBookValueRatio,priceToSalesRatio,freeCashFlowPerShare,operatingCashFlowPerShare,cashFlowToDebtRatio,debtEquityRatio,longTermDebtToCapitalization,assetTurnover,inventoryTurnover,cluster
APO,2022,Q1,-0.7624787833460566,-0.4719969085173648,-0.7211084395087146,-0.6348467155757,-0.8673602994494184,-3.1227068763839414,-0.0965008080994474,0.9700311827757504,-0.480958248799178,-0.7874226001610185,-0.5243129166585729,0.4850397665726921,0.4529169815790236,-1.027857955062674,-0.6762380671233527,7
LII,2022,Q1,0.2583119862723437,-0.2279649527248651,-0.7211084395087146,0.7977990852632966,-0.2657134558683033,0.2486335801714635,-1.4707353325329655,-0.2656078655315729,-0.480958248799178,-0.7874226001610185,-0.5243129166585729,-0.9863432056954362,2.3834282753498788,1.881303671520604,0.0370761192579212,8
WDAY,2022,Q1,-0.4635530917985774,-0.1760336239302945,-0.7211084395087146,-0.6348467155757,-0.8673602994494184,-3.1227068763839414,1.28409354852023,1.1478750835092493,0.4296222739171969,0.2900078123699519,1.4591618762345788,-0.1023884778238322,-0.9052197205044517,0.030281449660866,-0.6762380671233527,7
TPL,2022,Q1,3.1246830240545065,3.060550782698174,1.639318719254705,3.998713875971672,2.999814987748864,0.2040585092736097,1.1012553211223075,1.4267008178122678,1.1482190492222164,0.9883188078425847,-0.5243129166585729,-0.9863432056954362,-1.6194794086551183,0.2938253744230298,-0.6171144875893413,14
DELL,2022,Q1,-0.6497290815895369,-0.4482714186156078,2.98738586648267,-0.3240499665953108,-0.5750391829149086,-0.6661750417208021,0.725921007470122,-1.43140021030773,0.620101024033571,0.6245268810447319,-0.0577654422995881,3.642791335917053,1.390180364095209,0.3914988829740247,0.9697738864970336,16
ERIE,2022,Q1,-0.070558968382006,0.365770173476761,0.2169792794272952,0.6663074857200723,-0.1326476571291695,0.532030707918018,0.5661167047754493,0.13444508977305,0.143475628614979,0.0102711316796918,5.224217580192942,-0.8646787740355559,-1.3296059746353572,1.198879538274507,-0.6762380671233527,13
PLTR,2022,Q1,1.8024620537396432,2.067524905823385,-0.7211084395087146,-0.6348467155757,-0.8673602994494184,-3.1227068763839414,0.9301282127775826,1.319102461115182,-0.4714060136334378,-0.7696905932836602,0.7736796333376175,-0.7933542280497463,-1.6194794086551183,0.0169959370566533,16.33759949157396,3
CRWD,2022,Q1,0.5675435660207353,0.7821125940990712,-0.7211084395087146,-0.6348467155757,-0.8673602994494184,-3.1227068763839414,2.3179125658688045,2.093026298194813,-0.0749018881313471,-0.2682391096008328,1.2839764558599804,0.1853527797823977,0.1659877462230948,-0.2060978829853309,-0.048439446510482,7
GDDY,2022,Q1,-0.8979597663476657,-0.8625595403971273,-0.7211084395087146,-0.2125788829810359,-0.3664965353123135,0.8194733054812685,-1.4707353325329655,0.0492344105451151,0.3843429753044771,0.1642365704806051,0.108060932865947,-0.9863432056954362,1.9353755243304571,0.0976901699100988,-0.0816212133313959,8
KKR,2022,Q1,0.0327998105456776,0.3154003325545004,-0.712226052400999,-0.6336466216432932,-0.8108829385502413,3.943232203015685,-0.3751226626908401,0.8165186811661365,0.4138128517233308,0.1728451397643065,-0.2842337382890216,1.2710516474204,0.8869575793276276,-1.0244037128972847,-0.6762380671233527,15
VST,2022,Q1,-0.2676936054756055,-0.0403733534918913,-0.7211084395087146,-0.6348467155757,-0.8673602994494184,-3.1227068763839414,-0.6356463732841362,-1.010273424053841,-0.0988659865859804,0.0753967456610142,0.0037210273608886,0.7046087742806696,0.5463387435880931,-0.2828959221294083,1.038649546490206,7
DECK,2022,Q1,1.0790905752129802,0.8721025835164562,-0.0972633491151729,0.2551185294251873,-0.1760668306813766,0.9165825478431072,0.5462605579947212,0.4044317679180199,-0.480958248799178,-0.7874226001610185,-0.5243129166585729,-0.7137393318917972,-1.6194794086551183,0.6370490650991152,-0.2645745658232876,15
SMCI,2022,Q1,0.3999939307662588,-0.3578576436932709,-0.3056716139401512,-0.1883781246835995,-0.6826770536658251,-0.1602413186686289,-0.5566639579080471,-1.3898282158653297,-0.480958248799178,-0.7874226001610185,-0.5243129166585729,-0.5902661124804729,-1.4436694907683814,1.959831563986775,-0.1345437198304184,5
BLDR,2022,Q1,0.517669045336226,0.1028449794982094,1.4743534159129412,1.5794385312612191,-0.0575747013107998,-1.4216261468219216,-0.3686160923867038,-1.3265511175623654,0.0480009968913764,-0.0680220080856216,-0.0489922037061344,0.0216503937433754,-0.0540732177731366,2.2290844732683377,0.3009421822064367,5
JBL,2022,Q1,-0.3962259912094827,-0.5890167379229275,1.2182525780790143,-0.052142549292053,-0.6567920414032778,-0.8436663391189053,0.0090822950668806,-1.6889718928993989,-0.480958248799178,-0.7874226001610185,-0.5243129166585729,0.6899972218485391,0.3345238625961779,2.3192323880344974,0.2751151263085336,5
UBER,2022,Q1,-0.3803934658572198,-0.2937149249162655,-0.7211084395087146,-0.6348467155757,-0.8673602994494184,-3.1227068763839414,0.5779070015873027,-0.1897744345150331,-0.480958248799178,-0.7795717305494221,-0.5103093524041169,0.4747778927810538,0.3065777960467447,0.5573785273115662,0.5732961252484656,7
