symbol,calendarYear,period,currentRatio,quickRatio,returnOnEquity,returnOnAssets,netProfitMargin,priceEarningsRatio,priceBookValueRatio,priceToSalesRatio,freeCashFlowPerShare,operatingCashFlowPerShare,cashFlowToDebtRatio,debtEquityRatio,longTermDebtToCapitalization,assetTurnover,inventoryTurnover,cluster
BLDR,2021,Q1,0.340542604057538,-0.1084070946408952,-0.0865675931051068,0.2310889883155006,-0.5867127900274037,-0.2976778708467987,-0.4037397628942022,-1.1613045801606396,-0.5007682495705161,-0.8730023381579239,-0.6293334821498147,-0.4190586593534126,-0.6344350743097348,2.242664528250854,0.2628405978032888,0
UBER,2021,Q1,-0.2955401973623101,-0.073534894479234,-0.7812746380267352,-0.6555131936202954,-0.8680709532197793,-2.885957862768226,0.565949824818356,0.8101581372464355,-0.5007682495705161,-0.8730023381579239,-0.6293334821498147,-0.1223862946197679,-0.2352404250102917,-0.214960744413369,1.0584462769235077,16
HUBB,2021,Q1,0.0971380283114435,-0.1198561275520146,-0.0337703464887507,0.0531540656728428,-0.3849324323706669,0.4832375914537348,0.24959338636159,-0.2005435233366898,0.0181512725036286,-0.0436351675439657,-0.2386253964701856,0.0326450758132261,-0.0946484825685853,0.6820551641338255,0.0524802914780997,0
LULU,2021,Q1,0.6136748387609862,0.3164043002190517,0.3096480675757546,0.9458076556059838,-0.0923182547542572,1.2710410486600558,1.2785014890656732,0.8534319303073636,0.2275998058068744,0.2225888136092662,2.2882507117940354,-0.5792033788896581,-1.6383128319709213,1.228554151738127,-0.1758505927519017,14
ABNB,2021,Q1,0.1526981649439414,0.3799217108440966,-0.7812746380267352,-0.6555131936202954,-0.8680709532197793,-2.885957862768226,1.9711078568158276,1.901709255090965,0.0637736987164862,-0.1961957463008781,1.5885386179940266,-0.0455328038224939,-0.1674876622745503,-0.3091968583065137,-0.6127601294175167,16
BX,2021,Q1,2.6810442925601867,2.763960513100258,3.324044880385389,2.124316155997581,1.598824673171759,-0.8276778000389308,0.5096211798519685,0.042354184373319,0.8671847072535206,0.7554998586239053,3.043512178110684,-0.0006314232510439,-1.6383128319709213,0.2016854398364174,-0.6127601294175167,14
AXON,2021,Q1,1.4869893963683176,1.4916563382211527,-0.7812746380267352,-0.6555131936202954,-0.8680709532197793,-2.885957862768226,0.7504002031775496,1.0731594606793045,0.0525051385150687,-0.1178285717162978,-0.6293334821498147,-1.020352632111367,-1.6383128319709213,0.2083411488589059,-0.1384605855076464,16
BG,2021,Q1,0.0438330655439844,-0.4130769997974899,1.6261824692729714,0.964356884740714,-0.4365278909366641,-1.4771680653593413,-0.4861322288924605,-1.6403014491100476,-0.5007682495705161,-0.8730023381579239,-0.6293334821498147,0.3026528194924739,-0.134233948466588,2.721620027816905,0.0843633532139352,0
PODD,2021,Q1,2.249612966176313,2.103026161355114,-0.7603649471667356,-0.6396597916741948,-0.8515762698377493,5.627693848819313,1.7954476464848714,1.387162032464268,-0.5007682495705161,-0.8730023381579239,-0.6293334821498147,0.7222540655461199,0.60145693206299,0.1955368116952081,-0.2861661292638925,3
STLD,2021,Q1,0.9581821823725252,0.3438295726395148,0.996881056908928,1.3687807090451916,-0.0720753368412621,-0.9907039350170768,-0.2995778981736328,-0.9945874158208274,-0.5007682495705161,0.0375550422408188,0.3536930606817888,-0.1666846557427879,-0.1536475875681714,1.6616221188122624,0.0375342657601046,0
