symbol,calendarYear,period,currentRatio,quickRatio,returnOnEquity,returnOnAssets,netProfitMargin,priceEarningsRatio,priceBookValueRatio,priceToSalesRatio,freeCashFlowPerShare,operatingCashFlowPerShare,cashFlowToDebtRatio,debtEquityRatio,longTermDebtToCapitalization,assetTurnover,inventoryTurnover,cluster
APO,2021,Q4,-0.708738402673269,-0.3997117439433642,0.3139054647174292,-0.3481934378252766,0.4083717198771994,-0.1282089402573761,0.0920686077388537,0.0987783061231335,-0.8813064145580024,-1.248367036142254,-0.7314143653558415,0.2322378428794949,1.0638438918434805,-0.7598694058961583,-0.7658919898310498,5
LII,2021,Q4,0.0011086931999739,-0.3293274125438551,-0.779039702636501,0.8661838969899078,-0.3228549260083509,0.4436273533431799,-1.3042706288868604,-0.0493733491803811,0.3804973018766673,0.4918124261215536,-0.0916809901313455,-0.98268172190826,2.2062178636741083,2.056018049185357,0.1200666299632059,16
WDAY,2021,Q4,-0.2746501889371547,0.002860368522106,-0.779039702636501,-0.6721135714929641,-0.9165366879253972,-2.7772917153944903,1.0266394222283213,1.0704451844935632,0.342830466496683,0.1919560833693333,1.0440836120651211,-0.0434499643516719,-0.8448456443249897,-0.0445791862392483,18.40151455171159,2
TPL,2021,Q4,3.0434946701849404,2.913051243148108,1.229444495440356,3.3374167783712574,2.1546078847350083,0.3142802592338529,0.912588023431332,1.294443304398183,0.7947604722369797,0.6612344666842362,32.635419746680434,-0.978684815150806,-1.578962064443101,0.4183853730067114,-0.698956662072535,8
DELL,2021,Q4,-0.611629510483709,-0.4002395421491001,5.321036620320044,-0.2691852421398512,-0.588479496232199,-1.0820300071927047,0.5736073195652901,-1.6039140583809073,1.3912508887432982,1.369166631142315,0.1575930079903308,4.234777228401698,1.434296311619753,0.5532837188550742,1.1006803230210929,3
ERIE,2021,Q4,0.1271379274248654,0.5055686545414774,-0.0740589773634187,0.3156922253058546,-0.3343213069693994,0.556827889484741,0.326262286314505,0.0353299223706103,-0.8813064145580024,-0.3057518239444792,2.97567886020469,-0.8607594785427771,-1.2956815465566802,1.0841358513497128,-0.7658919898310498,0
PLTR,2021,Q4,1.6501734088815008,1.8697352569605428,-0.779039702636501,-0.6721135714929641,-0.9165366879253972,-2.7772917153944903,0.968768863052681,1.5024461512172014,-0.8352060557505099,-1.1938328390935464,1.7334884076894477,-0.7886382952283895,-1.578962064443101,-0.018187799435869,0.4744447930334182,10
CRWD,2021,Q4,0.8599019975227565,1.0627540535450597,-0.779039702636501,-0.6721135714929641,-0.9165366879253972,-2.7772917153944903,1.92232546533534,2.125892027218297,-0.4879805355911504,-0.7482815172077578,0.3696057185994889,0.1706947209693053,0.1464047358959861,-0.2970291045324644,-0.1545770647385458,10
GDDY,2021,Q4,-0.6457363613181736,-0.5915080005601495,11.962816262482155,-0.1960740152624475,-0.3300983184853372,0.5586200447514623,2.8352198280982503,0.0427728789492608,-0.1711022713298721,-0.395198230860869,-0.3949712637146469,6.086699668664858,1.5404866592323991,0.0129433714263206,-0.1630336390093553,13
KKR,2021,Q4,-0.1298314399154537,0.1449280578877534,-0.2630149040242468,-0.5913161404972136,-0.0467564943994113,-0.022348061496737,-0.3058019082321762,-0.1554007137232255,-0.8813064145580024,-1.248367036142254,-0.7314143653558415,1.1358241467062016,0.8164323359184108,-0.9585040500759996,-0.7658919898310498,5
VST,2021,Q4,-0.0618391542663284,0.1186096123235005,0.6936779441806,0.3120613155058576,0.4986521624955508,-1.3759220302198367,-0.6271759818569581,-0.987789396627372,-0.7869002448198545,-0.6876425318610622,-0.524730465879089,0.5421267331002311,0.4476937057610409,-0.1831955698908395,0.5989698124586607,4
DECK,2021,Q4,1.3053830232596524,1.2648627433317736,-0.3772236562934445,-0.0482771457799646,-0.5028129967998665,1.0300950990146949,0.3038734194148466,0.1799920583832527,-0.5372289240581081,-0.8108769526485707,1.5683763351426874,-0.7235111201061138,-1.578962064443101,0.8809840445641682,-0.0908510408502332,0
SMCI,2021,Q4,0.397046168985546,-0.2740172905145847,-0.163202931440285,0.0331828360654484,-0.6594903142986719,-0.5312376909479939,-0.5335551072628248,-1.3929274135510703,-0.7783092723245439,-1.1052213260301624,3.277419871518693,-0.8278717708211896,-1.4408763317852744,2.2469234065197154,-0.1207797521132222,0
BLDR,2021,Q4,0.351636652634015,-0.0175706205870461,0.7671808521311796,0.9760073431152176,-0.2651432733997765,-0.6996518191316954,-0.1184458305637156,-0.9518368341412072,0.876063610441007,0.7848997650319746,1.0415561338281902,-0.0162617884997236,-0.1119315981701122,1.986786505523769,0.3283340118459816,4
JBL,2021,Q4,-0.3785984718505115,-0.5678508911387454,0.6025214345979057,-0.2463692876040101,-0.7497529267333813,-0.4233117901877032,0.0209647620985987,-1.5435832069462525,0.6971000742690903,0.9493582730314358,0.9287093058833384,0.7093510760490617,0.4936602079256875,2.059919647622694,0.1832406237824244,4
UBER,2021,Q4,-0.4212800085471206,-0.2146570515727179,0.2713163873423438,0.2542408448588719,0.1091029970156852,0.0592100525726311,0.2120362118000554,0.0536107339855839,-0.8813064145580024,-1.248367036142254,-0.7314143653558415,0.0457831268829197,-0.0716018716647896,0.0996930737008711,1.0404548394847517,5
HUBB,2021,Q4,0.2775881607560127,0.0234121689737413,-0.0131119894377401,0.0880513570581506,-0.2979399204313657,0.2519573441615765,0.1442947649115938,-0.1855635626896279,0.8425488914345992,0.7678911440742003,0.4881405641580481,-0.08100570203212,-0.0689276768953318,0.5300501500895772,0.0459235938479597,4
