,quarter,purchase_date,sell_date,baseline_return,symbol,start_price,end_price,return,strat_edge,confidence
89,2023_Q2,2023-08-15,2024-12-30 00:00:00,0.2535300102146645,META,300.5335998535156,590.7144165039062,0.9655519941591519,0.7120219839444875,0.5729882029420799
90,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,HBAN,10.290523529052734,16.160123825073242,0.5703888902687168,0.3193663225766802,0.7498586900538794
91,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,BAC,28.47653007507324,43.63463592529297,0.5323017168966203,0.28127914920458374,0.7115148386967304
92,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,WFC,41.53180694580078,70.06409454345703,0.6869984644513789,0.43597589675934234,0.7068917224941692
93,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,USB,34.724205017089844,47.1850471496582,0.3588517613703651,0.10782919367832855,0.701992798814164
94,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,MTB,119.22509002685548,187.2322540283203,0.5704098355987502,0.3193872679067137,0.6933505931382699
95,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,STT,66.18695068359375,96.69117736816406,0.46087977115603274,0.20985720346399617,0.6869295427665466
96,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,T,14.654953002929688,22.32661247253418,0.523485777680136,0.2724632099880995,0.6825116485410075
97,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,CFG,25.912330627441406,43.18168640136719,0.6664532041605462,0.41543063646850964,0.6570919975455028
98,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,HWM,51.3531379699707,110.19451141357422,1.1458184595849166,0.89479589189288,0.6570566443328621
99,2023_Q3,2023-11-15,2024-12-30 00:00:00,0.25102256769203657,PNR,63.11232376098633,100.1395034790039,0.5866869972692463,0.33566442957720977,0.6517957589851551
100,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,DFS,108.09195709228516,171.8461151123047,0.5898140780778763,0.48344916380607605,0.6781403037165635
101,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,TPL,485.3742980957031,1106.189208984375,1.2790436438936934,1.1726787296218932,0.6573632480815867
102,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,FFIV,183.5399932861328,252.47999572753903,0.37561297244863157,0.2692480581768313,0.6468616025845315
103,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,KMI,16.124881744384766,27.073257446289062,0.6789740151562287,0.5726091008844284,0.6292452620991533
104,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,NVDA,72.63072204589844,137.47735595703125,0.8928265076334154,0.7864615933616151,0.6261605411463694
105,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,KKR,95.66533660888672,148.20358276367188,0.5491879087780754,0.44282299450627516,0.6127533602523825
106,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,NCLH,16.510000228881836,25.75,0.559660790007388,0.4532958757355877,0.6101635174625838
107,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,SYF,39.089115142822266,64.81424713134766,0.6581149738113007,0.5517500595395004,0.6042734208543208
108,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,ANET,66.625,111.4499969482422,0.672795451380746,0.5664305371089458,0.5985512800585666
109,2023_Q4,2024-02-15,2024-12-30 00:00:00,0.10636491427180025,CCL,15.220000267028809,25.049999237060547,0.6458606305892473,0.539495716317447,0.5982999323255861
110,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,CCL,14.859999656677246,25.049999237060547,0.6857335003910643,0.6190069284002255,0.717840064827452
111,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,VST,96.10721588134766,139.84832763671875,0.4551282789148021,0.3884017069239634,0.7123765396779195
112,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,APO,113.72919464111328,166.03646850585938,0.45992828868443364,0.39320171669359494,0.6644269424740615
113,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,DIS,101.84675598144533,110.8000030517578,0.08790900587882833,0.021182433887989627,0.6503815197632161
114,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,TPL,590.166748046875,1106.189208984375,0.8743672235774863,0.8076406515866477,0.6460320442615107
115,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,DFS,124.42195129394533,171.8461151123047,0.38115592405652243,0.31442935206568373,0.6431671413650377
116,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,LVS,45.422096252441406,50.40509796142578,0.1097043536099799,0.0429777816191412,0.6424855320820102
117,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,RL,164.31161499023438,231.36912536621097,0.40811180865066693,0.34138523665982823,0.6288871435136203
118,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,AMZN,185.9900054931641,221.3000030517578,0.18984889787473827,0.12312232588389957,0.6251167175934105
119,2024_Q1,2024-05-15,2024-12-30 00:00:00,0.0667265719908387,GILD,64.58531951904297,91.36872863769533,0.41469809730917684,0.34797152531833814,0.6229925908652404
